thai,english,parts,n_parts,n_glossed,score_A,score_B,score_C
ร้านกาแฟ,coffee shop,ร้าน+กาแฟ,2,2,0.8399607303201544,0.8819430400099182,0.8671796101511527
ทางนั้น,that way,ทาง+นั้น,2,2,0.8442627079266457,0.7254093125706501,0.8647293774662607
ทางนั้น,that way,ทาง+นั้น,2,2,0.8442627079266457,0.7254093125706501,0.8647293774662607
ดีดี,"good, not bad",ดี+ดี,2,2,0.8453460243550553,0.8789896820771284,0.9867231830028479
ประเทศไทย,Thailand,ประเทศ+ไทย,2,2,0.8455960536875634,0.9518069567450199,0.7535955356469064
ประเทศไทย,Thailand,ประเทศ+ไทย,2,2,0.8455960536875634,0.9518069567450199,0.7535955356469064
กุมภาพันธ์,February,กุมภา+พันธ์,2,2,0.8466038387023508,0.8793888616197623,0.7512674195693814
กุมภาพันธ์,February,กุมภา+พันธ์,2,2,0.8466038387023508,0.8793888616197623,0.7512674195693814
เตียงเดี่ยว,single bed,เตียง+เดี่ยว,2,2,0.8472393388985906,0.9522117943889972,0.7213768519016126
เรียกว่า,"call, to call",เรียก+ว่า,2,2,0.8477652781415642,0.7852205974126546,0.8687399619392251
สีส้ม,orange,สี+ส้ม,2,2,0.8483563086069716,0.8423362970352173,0.8919503379943599
เจอกัน,"to see each other, to meet",เจอ+กัน,2,2,0.8487808744726578,0.896620512008667,0.6998013784781765
ข้าวโพด,corn,ข้าว+โพด,2,2,0.8525189163748244,0.8247991904736106,0.6284719535056331
ข้าวโพด,corn,ข้าว+โพด,2,2,0.8525189163748244,0.8247991904736106,0.6284719535056331
ฤดูฝน,rainy season,ฤดู+ฝน,2,2,0.8533354696542942,0.9566504929453429,0.9272206312539717
ฤดูฝน,rainy season,ฤดู+ฝน,2,2,0.8533354696542942,0.9566504929453429,0.9272206312539717
รถบัส,bus,รถ+บัส,2,2,0.8536380985151802,0.9037624597549438,0.3405664600197246
รถบัส,bus,รถ+บัส,2,2,0.8536380985151802,0.9037624597549438,0.3405664600197246
ทางนี้,this way,ทาง+นี้,2,2,0.8537903381539351,0.7765958905220032,0.9070735653651548
ทางนี้,this way,ทาง+นี้,2,2,0.8537903381539351,0.7765958905220032,0.9070735653651548
อันนั้น,that one,อัน+นั้น,2,2,0.8556377801679241,0.8216311825294007,0.8524756105296862
อันนั้น,that one,อัน+นั้น,2,2,0.8556377801679241,0.8216311825294007,0.8524756105296862
รู้สึกดี,feel good,รู้สึก+ดี,2,2,0.8564364558276121,0.9271432161331177,0.8801112854516275
มาจาก,come from,มา+จาก,2,2,0.8574832473568427,0.9473758245782471,0.8461171142968238
มาจาก,come from,มา+จาก,2,2,0.8574832473568427,0.9473758245782471,0.8461171142968238
มาจาก,come from,มา+จาก,2,2,0.8574832473568427,0.9473758245782471,0.8461171142968238
ชั่วโมง,hour,ชั่ว+โมง,2,2,0.85977939515717,0.9268103241920471,0.6573945203178847
ชั่วโมง,hour,ชั่ว+โมง,2,2,0.85977939515717,0.9268103241920471,0.6573945203178847
สีเขียว,green,สี+เขียว,2,2,0.8628118717437406,0.803001880645752,0.8720396810455616
ทำงาน,to work,ทำ+งาน,2,2,0.8668230621871408,0.8216517461330739,0.9474415792168785
ทำงาน,to work,ทำ+งาน,2,2,0.8668230621871408,0.8216517461330739,0.9474415792168785
สีขาว,white,สี+ขาว,2,2,0.868222558079904,0.7784730195999146,0.889545602964439
วันที่แล้ว,"previous day, ago",วัน+ที่แล้ว,2,2,0.8723179822344348,0.9400842189788818,0.7754420065742955
ฤดูหนาว,winter,ฤดู+หนาว,2,2,0.8726360661285644,0.8523196490001469,0.8258578741347931
ฤดูหนาว,winter,ฤดู+หนาว,2,2,0.8726360661285644,0.8523196490001469,0.8258578741347931
ตัวเลขไทย,Thai numbers,ตัวเลข+ไทย,2,2,0.8728471284300623,0.9531324449935457,0.9537711806767558
วันปีใหม่,New Year's Day,วัน+ปีใหม่,2,2,0.8788819208376638,0.9712992872356518,0.8825796339482385
เล่นฟุตบอล,play football,เล่น+ฟุตบอล,2,2,0.8812316270267745,0.9068333451052514,0.8800598100511112
วันพุธ,Wednesday,วัน+พุธ,2,2,0.8842508349528411,0.8866539001464844,0.7604516515730635
วันพุธ,Wednesday,วัน+พุธ,2,2,0.8842508349528411,0.8866539001464844,0.7604516515730635
วันเสาร์,Saturday,วัน+เสาร์,2,2,0.8851594245018807,0.9141612751291662,0.8287173187732119
วันเสาร์,Saturday,วัน+เสาร์,2,2,0.8851594245018807,0.9141612751291662,0.8287173187732119
วันปีใหม่,New Year's day,วัน+ปีใหม่,2,2,0.8859253403869415,0.9765003323554993,0.8825796339482385
สีม่วง,purple,สี+ม่วง,2,2,0.8924184237614998,0.8833417822922338,0.9145064785405396
วันอังคาร,Tuesday,วัน+อังคาร,2,2,0.893231346140988,0.8981072306632996,0.5664302364472271
วันอังคาร,Tuesday,วัน+อังคาร,2,2,0.893231346140988,0.8981072306632996,0.5664302364472271
อาหารไทย,Thai food,อาหาร+ไทย,2,2,0.9041578266450551,0.9959226248218194,0.9627798549434042
อาหารไทย,Thai food,อาหาร+ไทย,2,2,0.9041578266450551,0.9959226248218194,0.9627798549434042
นิดหน่อย,little bit,นิด+หน่อย,2,2,0.9046887989367509,0.8327661752700806,0.867639803335518
ว่ายน้ำ,swimming,ว่าย+น้ำ,2,2,0.9054905875777431,0.8960331020374955,0.6969704920636252
วันศุกร์,Friday,วัน+ศุกร์,2,2,0.9055589449630504,0.9258009791374207,0.8172506067424625
วันศุกร์,Friday,วัน+ศุกร์,2,2,0.9055589449630504,0.9258009791374207,0.8172506067424625
จ่ายเงิน,to pay money,จ่าย+เงิน,2,2,0.9070442013457114,1.0000000596046483,0.94912109439822
จ่ายเงิน,to pay,จ่าย+เงิน,2,2,0.910624649040202,0.9262422875310354,0.94912109439822
ไปด้วยกัน,go together,ไป+ด้วยกัน,2,2,0.9131497263410796,0.9408303499221802,0.9316734903094441
บัตรเครดิต,credit card,บัตร+เครดิต,2,2,0.9165466632791783,0.9812853954690224,0.9066024557142061
บัตรเครดิต,credit card,บัตร+เครดิต,2,2,0.9165466632791783,0.9812853954690224,0.9066024557142061
วันจันทร์,Monday,วัน+จันทร์,2,2,0.9174876632496497,0.9193675421914476,0.49269226998362026
วันจันทร์,Monday,วัน+จันทร์,2,2,0.9174876632496497,0.9193675421914476,0.49269226998362026
กาแฟร้อน,hot coffee,กาแฟ+ร้อน,2,2,0.9184634603317704,0.9880183935165405,0.8627595127584984
กาแฟร้อน,hot coffee,กาแฟ+ร้อน,2,2,0.9184634603317704,0.9880183935165405,0.8627595127584984
โชคดี,good luck,โชค+ดี,2,2,0.9201187367440262,0.9852582785948943,0.9565220467380986
น้ำพุร้อน,hot spring,น้ำพุ+ร้อน,2,2,0.9237996871147989,0.9872563481330872,0.9105268941307159
น้ำพุร้อน,hot spring,น้ำพุ+ร้อน,2,2,0.9237996871147989,0.9872563481330872,0.9105268941307159
น้ำพุร้อน,hot spring,น้ำพุ+ร้อน,2,2,0.9237996871147989,0.9872563481330872,0.9105268941307159
น้ำพุร้อน,hot spring,น้ำพุ+ร้อน,2,2,0.9237996871147989,0.9872563481330872,0.9105268941307159
เจอกัน,"see each other, meet",เจอ+กัน,2,2,0.9244361286459264,0.9664758443832397,0.6998013784781765
ภาษาไทย,Thai language,ภาษา+ไทย,2,2,0.9285461750618608,0.9985425472259521,0.7779496728650478
ชาเขียว,green tea,ชา+เขียว,2,2,0.9289428270039091,0.9798611986554383,0.929356617149604
ชาเขียว,green tea,ชา+เขียว,2,2,0.9289428270039091,0.9798611986554383,0.929356617149604
ร้องไห้,to cry,ร้อง+ไห้,2,2,0.9308728166214969,0.8752807974815369,0.7302202032360076
แตงโม,watermelon,แตง+โม,2,2,0.9314610484918168,0.9644852834326366,0.7700079775398532
แตงโม,watermelon,แตง+โม,2,2,0.9314610484918168,0.9644852834326366,0.7700079775398532
